"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"4-Methylumbelliferyl acetate","4-Methylumbelliferyl acetate","HMDB0032989","366","C03837","CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C","1"
"4-Nitro-3-(trifluoromethyl)phenol","NA","NA","NA","NA","NA","0"
"4-Nitrophenol-alpha-D-galactopyranoside","NA","NA","NA","NA","NA","0"
"4-Nitroquinoline N-oxide","NA","NA","NA","NA","NA","0"
"4-O-beta-D-Glucosyl-4-hydroxycinnamate","NA","NA","NA","NA","NA","0"
"4-Phenylbutyl glucosinolate","NA","NA","NA","NA","NA","0"
"4-Phospho-L-aspartate","L-Aspartyl-4-phosphate","HMDB0012250","832","C03082","C(C(C(=O)O)N)C(=O)OP(=O)(O)O","1"
"4-Pyridoxolactone","4-Pyridoxolactone","HMDB0003454","151228","C00971","CC1=NC=C2COC(=O)C2=C1O","1"
"4-sinapoyloxybutylglucosinolate","NA","NA","NA","NA","NA","0"
"4-Sulfobenzyl alcohol","4-Sulfobenzyl alcohol",NA,"8903","C06678",NA,"1"
"4-Thiazolidinecarboxylic acid","NA","NA","NA","NA","NA","0"
"4-Trimethylammoniobutanoyl-CoA","NA","NA","NA","NA","NA","0"
"4,2,6-Trihydroxy-3,4-dimethoxychalcone","NA","NA","NA","NA","NA","0"
"4,4-Diapo-zeta-carotene","NA","NA","NA","NA","NA","0"
"4,4-Dihydroxy-3,5-dimethoxybibenzyl","NA","NA","NA","NA","NA","0"
"4,4-Disulfanediyldibutanoate","NA","NA","NA","NA","NA","0"
"4,4-Methylenebis(N,N-dimethylaniline)","NA","NA","NA","NA","NA","0"
"4,4-Stilbenedicarboxamidine dihydrochloride","NA","NA","NA","NA","NA","0"
"4,4,6,6-Tetranitro-2,2-azoxytoluene","NA","NA","NA","NA","NA","0"
"4,5-Dichloronorlichexanthone","NA","NA","NA","NA","NA","0"
"4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene","4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene","HMDB0060391","11954068","C14855","[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C2=CC3=CC=CC=C3C3=C2C2=C(C=CC=C2C1([H])O)C=C3)C(O)=NCC(O)=O)C(O)=O","1"
"4,5-Dihydroxykleinifulgin","NA","NA","NA","NA","NA","0"
"4,5,6,7-Tetrahydroxydecyl glucosinolate","NA","NA","NA","NA","NA","0"
"4,5,7-Trihydroxyisoflavone","NA","NA","NA","NA","NA","0"
"4,6-Dibromo-2-(methylthio)indole","NA","NA","NA","NA","NA","0"
"4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene","4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene",NA,"103061483","C18301",NA,"1"
"4,6-Diethyl-1,2,3,5-tetrathiolane","NA","NA","NA","NA","NA","0"
"4,8-Dihydroxyquinoline","NA","NA","NA","NA","NA","0"
"4-Demethylpodophyllotoxin4-Demethyl-podophyllotoxin","NA","NA","NA","NA","NA","0"
"4-Demethylsordarin4-O-Demethylsordarin4-O-Demethylsordarin","NA","NA","NA","NA","NA","0"
"4-Hydroxy-3,6-dimethoxy-6,6-dimethylpyrano[2,3:7,8]flavone","NA","NA","NA","NA","NA","0"
"4-Hydroxy-3-phenylacetophenone","NA","NA","NA","NA","NA","0"
"4-O-Methylcarthamidin 7-(2-p-coumaroylglucoside)5,6,7-Trihydroxy-4-methoxyflavanone 7-(2-p-coumaroylglucoside)","NA","NA","NA","NA","NA","0"
"4-O-methylirenolone","NA","NA","NA","NA","NA","0"
"4-Phospho-D-pantothenic acid","NA","NA","NA","NA","NA","0"
"4-PhosphopantetheineD-Panthteine 4-phosphate","NA","NA","NA","NA","NA","0"
"4,5,6,7-Tetramethoxyflavone","NA","NA","NA","NA","NA","0"
"4,5-Dihydropsoralen","NA","NA","NA","NA","NA","0"
"4,6-O-(S)-hexahydroxydiphenoylsalicin","NA","NA","NA","NA","NA","0"
"4-Deisopentanoylcarbomycin ADeisovaleryl magnamycin ADeltamycin X4-Deacyl-deltamycin","NA","NA","NA","NA","NA","0"
"5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2-bithiophene","NA","NA","NA","NA","NA","0"
"5-(3,4-Diacetoxybut-1-ynyl)-2,2-bithiophene","NA","NA","NA","NA","NA","0"
"5-(Methylthio)-2-oxo-pentanoic acid","2-Oxo-5-methylthiopentanoic acid","METPA1745",NA,"C17211",NA,"1"
"5-[[(4,7-Dihydroxy-2-oxo-2H-1-benzopyran-3-yl)amino]carbonyl]-4-methyl-1H-pyrrole-3-carboxylate","5-[[(4,7-Dihydroxy-2-oxo-2H-1-benzopyran-3-yl)amino]carbonyl]-4-methyl-1H-pyrrole-3-carboxylate",NA,"172232361","C20637",NA,"1"
"5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone","NA","NA","NA","NA","NA","0"
"5-Amino-4-imidazole carboxylate","5-Amino-4-imidazole carboxylate","METPA0605",NA,"C05516",NA,"1"
"5-Aminovaleric acid","5-Aminopentanoic acid","HMDB0003355","138","C00431","C(CCN)CC(=O)O","1"
"5-Carboxy-2-oxohept-3-enedioate","5-Carboxy-2-oxohept-3-enedioate","METPA0463",NA,"C04052",NA,"1"
"5-Carboxypyranocyanidin 3-O-(6-O-malonyl-beta-glucopyranoside)","NA","NA","NA","NA","NA","0"
"5-Carboxypyranopelargonidin 3-O-beta-glucopyranoside","NA","NA","NA","NA","NA","0"
"5-Chloro-2-hydroxy-p-benzoquinone","5-Chloro-2-hydroxy-p-benzoquinone",NA,"312642074","C21105",NA,"1"
"5-Hexyltetrahydro-2-thiopheneoctanoic acid","NA","NA","NA","NA","NA","0"
"5-Hydroxy-3,4,7-triphenyl-2,6-benzofurandione","NA","NA","NA","NA","NA","0"
"5-Hydroxy-6,6-dimethylpyrano[2,3:7,8]flavone","NA","NA","NA","NA","NA","0"
"5-Hydroxy-L-tryptophan5-Hydroxy-L-Tryptophan","NA","NA","NA","NA","NA","0"
"5-Hydroxyferulic acid methyl ester","NA","NA","NA","NA","NA","0"
"5-Hydroxyindoleacetic acid","5-Hydroxyindoleacetic acid","HMDB0000763","1826","C05635","C1=CC2=C(C=C1O)C(=CN2)CC(=O)O","1"
"5-Hydroxymethyl-2-furaldehyde5-(Hydroxymethyl)-2-furaldehyde5-Hydroxymethyl-2-furfural5-Hydroxymethylfuraldehyde","NA","NA","NA","NA","NA","0"
"5-Hydroxymethyldeoxycytidylate","5-Hydroxymethyldeoxycytidylate","METPA0454",NA,"C03997",NA,"1"
"5-Hydroxypyrrolidin-2-one","NA","NA","NA","NA","NA","0"
"5-Ketomilbemycin A35-Oxo-5-deoxymilbemycin A35-Oxomilbemycin A3Milbemycin J","NA","NA","NA","NA","NA","0"
"5-Ketomilbemycin A45-Oxo-5-deoxymilbemycin A45-Oxomilbemycin A4Milbemycin K","NA","NA","NA","NA","NA","0"
"5-Methyl-2-deoxycytidine","NA","NA","NA","NA","NA","0"
"5-Methylchrysene","NA","NA","NA","NA","NA","0"
"5-Methylcyanidin 3-glucoside","NA","NA","NA","NA","NA","0"
"5-Methyluridine","Ribothymidine","HMDB0000884","445408",NA,"CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","1"
"5-O-(3-Chloro-2-hydroxy-3-methylbutyl)-8-methoxypsoralen","NA","NA","NA","NA","NA","0"
"5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside","NA","NA","NA","NA","NA","0"
"5-O-caffeoylshikimate","NA","NA","NA","NA","NA","0"
"5-O-Desosaminyl-14-hydroxyplatenolide I5-O-Desosaminyl-14-hydroxyplatenolide I","NA","NA","NA","NA","NA","0"
"5-O-Methyl-myo-inositol","NA","NA","NA","NA","NA","0"
"5-O-Methylchamanetin","NA","NA","NA","NA","NA","0"
"5-O-Methylvisamminol","5-O-Methylvisamminol",NA,"441970","C09016","COc1c2c(cc3oc(C)cc(=O)c13)O(C(C)(C)O)C2","1"
"5-O-trans-Caffeoylgalactaric acid","NA","NA","NA","NA","NA","0"
"5-Oxooctyl glucosinolateGlucocappasalin","NA","NA","NA","NA","NA","0"
"5-Phosphooxy-L-lysine","NA","NA","NA","NA","NA","0"
"5-Ureido-4-imidazole carboxylate","5-Ureido-4-imidazole carboxylate","METPA0604",NA,"C05515",NA,"1"
"5-Valerolactone","NA","NA","NA","NA","NA","0"
"5,10-Methenyltetrahydrofolate","5,10-Methenyltetrahydrofolic acid","HMDB0001354","644350","C00445","C1[C@@H]2CN(C=[N+]2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)[O-]","1"
"5,12-Dihydroxanthommatin","NA","NA","NA","NA","NA","0"
"5,4-Dihidroxy-6,7,8,3-tetramethoxyflavone7-Methylsudachitin8-Methoxycirsilineol5-Hydroxy-2-(4-hydroxy-3-methoxyphenyl)-6,7,8-trimethoxy-4H-1-benzopyran-4-one","NA","NA","NA","NA","NA","0"
"5,4,5-Trihydroxy-3,6,7,8,2-pentamethoxyflavone","NA","NA","NA","NA","NA","0"
"5,6-Dehydro-alpha-isolupanine","NA","NA","NA","NA","NA","0"
"5,6,7-Trimethoxycoumarin","NA","NA","NA","NA","NA","0"
"5,7-Dihydroxy-4-methoxy-6,8-di-C-methylflavanone 7-(4,6-digalloylglucoside)Matteucinol-7-O-[4,6-di-O-galloyl]-beta-D-glucopyranoside","NA","NA","NA","NA","NA","0"
"5,7-Dihydroxy-6,8-di-C-methyl-3-methyoxflavone 7-galactosyl-(1->2)-rhamnoside7-[(6-Deoxy-2-O-beta-D-galactopyranosyl-alpha-L-mannopyranosyl)oxy]-5-hydroxy-3-methoxy-6,8-dimethyl-2-phenyl-4H-1-benzopyran-4-one","NA","NA","NA","NA","NA","0"
"5,8-Dihydroxy-6,7-dimethoxyflavone5,8-Dihydroxy-6,7-dimethoxy-2-phenyl-4H-1-benzopyran-4-one","NA","NA","NA","NA","NA","0"
"5-CHOLANIC ACID-3_ 6_7-TRIOL","NA","NA","NA","NA","NA","0"
"5-Butyrylphosphouridine","NA","NA","NA","NA","NA","0"
"5-Dehydroadenosine","NA","NA","NA","NA","NA","0"
"5-Hydroxystaurosporine","NA","NA","NA","NA","NA","0"
"5-Methylthioadenosine","5'-Methylthioadenosine","HMDB0001173","439176","C00170","CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O","1"
"5-Oxoinosine","NA","NA","NA","NA","NA","0"
"5-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole","NA","NA","NA","NA","NA","0"
"5-Phosphoribosyl-N-formylglycinamide","NA","NA","NA","NA","NA","0"
"5-Phosphoribosylglycinamide","NA","NA","NA","NA","NA","0"
"5-S-Methyl-5-thioinosine","NA","NA","NA","NA","NA","0"
"5-Phosphoribostamycin","NA","NA","NA","NA","NA","0"
"5-Phosphoribosylparomamine","NA","NA","NA","NA","NA","0"
"5(S)-HETE","5-HETE","HMDB0011134","5280733","C04805","CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)O","1"
"5a,11a-Dehydrochlortetracycline","NA","NA","NA","NA","NA","0"
"5a,11a-Dehydrooxytetracycline","5a,11a-Dehydrooxytetracycline",NA,"103061478","C18296",NA,"1"
"5alpha-Cholane","NA","NA","NA","NA","NA","0"
"5beta-Cyprinolsulfate","5b-Cyprinol sulfate","HMDB0006888","53477904","C05468","CC(CCCC(CO)COS(=O)(=O)O)C1CCC2[C@@]1([C@@H](CC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"6-(3,4-Dihydroxyphenyl)-6a,12b-dihydro-3,10,11,12-tetrahydroxy-[2]benzopyrano[3,4-c]benzopyran-8(6H)-one","NA","NA","NA","NA","NA","0"
"6-(Hydroxymethyl)-7,8-dihydropterin","NA","NA","NA","NA","NA","0"
"6-(Methylthio)hexyl glucosinolateGlucolesquerellin","NA","NA","NA","NA","NA","0"
"6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione","6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione","HMDB0062427","53297445","C19590","COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C(C(CO)C(O)CO)C(O)=C1","1"
"6-Acetamido-3-oxohexanoate","NA","NA","NA","NA","NA","0"
"6-Acetyl-D-glucose","NA","NA","NA","NA","NA","0"
"6-Bromo-1,8-dihydroaplysinopsin","NA","NA","NA","NA","NA","0"
"6-Bromoaplysinopsin","NA","NA","NA","NA","NA","0"
"6-Butyryl-5-hydroxy-4-phenylseselin","NA","NA","NA","NA","NA","0"
"6-C-Glucopyranosyldihydroquercetin","NA","NA","NA","NA","NA","0"
"6-C-glucosyl chrysin","NA","NA","NA","NA","NA","0"
"6-chloro-2-methyl-9H-pyrido[3,4-b]indol-2-iumNostocarboline","NA","NA","NA","NA","NA","0"
"6-Chloro-3,5-diaminopyrazine-3-carboxamide","NA","NA","NA","NA","NA","0"
"6-Chloroapigenin","NA","NA","NA","NA","NA","0"
"6-Deoxocastasterone","6-Deoxocastasterone","HMDB0033984","13870433","C15802","C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O","1"
"6-Deoxy-6-sulfo-D-glucono-1,5-lactone","NA","NA","NA","NA","NA","0"
"6-Deoxyerythronolide B","6-deoxyerythronolide B",NA,"121904","C03240","CC1OC(=O)(C)(O)(C)(O)(C)C(C)C(=O)(C)(O)1C","1"
"6-Deoxyjacareubin","NA","NA","NA","NA","NA","0"
"6-Deoxylamioside","NA","NA","NA","NA","NA","0"
"6-Desmethylmonacolin JCompactin diol lactoneML 236A","NA","NA","NA","NA","NA","0"
"6-endo-Hydroxycineole","6-endo-Hydroxycineole","HMDB0059610","6857383","C03092","CC1(C)O2(C)CC1C2O","1"
"6-Hydroxy-2-(4-methoxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one","NA","NA","NA","NA","NA","0"
"6-Hydroxy-6a,12a-dehydro-alpha-toxicarol","NA","NA","NA","NA","NA","0"
"6-Hydroxy-7-methoxy-1,2-dimethylphenanthreneMicrandrol E","NA","NA","NA","NA","NA","0"
"6-Hydroxycyanidin 3-glucoside","NA","NA","NA","NA","NA","0"
"6-Hydroxydelphinidin 3-(6-malonylglucoside)","NA","NA","NA","NA","NA","0"
"6-Hydroxykaempferol 3,6,7-triglucoside","NA","NA","NA","NA","NA","0"
"6-Hydroxyluteoin-7-(6-caffeylsophoroside)","NA","NA","NA","NA","NA","0"
"6-Hydroxyluteolin 6-xyloside","NA","NA","NA","NA","NA","0"
"6-Hydroxyluteolin 6,7-dimethyl ether 4-glucoside","NA","NA","NA","NA","NA","0"
"6-Hydroxyluteolin 6,7,3-trimethyl ether 4-glucoside","NA","NA","NA","NA","NA","0"
"6-Hydroxyluteolin 7-(6-malonylglucoside)","NA","NA","NA","NA","NA","0"
"6-Hydroxymethyl-7,8-dihydropterin diphosphate","NA","NA","NA","NA","NA","0"
"6-Keto-prostaglandin F1alpha","6-Keto-prostaglandin F1a","HMDB0002886","5280888","C05961","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CC(=O)CCCCC(=O)O)O)O)O","1"
"6-Mercaptoguanine6-ThioguanineNSC 752NSC 76504TabloidThioguanineTioguaninTioguanine","NA","NA","NA","NA","NA","0"
"6-Mercaptopurine","Mercaptopurine","HMDB0015167","667490","C02380","C1=NC2=C(N1)C(=S)N=CN2","1"
"6-Methoxyindoline-2,3-dione","NA","NA","NA","NA","NA","0"
"6-methoxypodophyllotoxin 7-glucoside","NA","NA","NA","NA","NA","0"
"6-Methoxytaxifolin","NA","NA","NA","NA","NA","0"
"6-Methylmercaptopurine","6-Mercaptopurine ribonucleoside triphosphate","HMDB0060411","3036942","C16617","O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2S","1"
"6-Methylthioguanosine monophosphate","6-Methylthioguanosine monophosphate","HMDB0060413","21820757","C16620","CSC1=NC(=N)NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"6-Nitrochrysene","NA","NA","NA","NA","NA","0"
"6-O-methyl-N-deacetylisoipecoside aglycon","6-O-Methyl-N-deacetylisoipecoside aglycon",NA,"340125644","C21583",NA,"1"
"6-Oxo-2-hydroxy-7-(4-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E-trienoate","NA","NA","NA","NA","NA","0"
"6-Paradol","1-(4-Hydroxy-3-methoxyphenyl)-3-decanone","HMDB0030801","94378","C10482","CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC","1"
"6,7-Dimethyl-8-(D-ribityl)lumazine","NA","NA","NA","NA","NA","0"
"6,7-seco-Agroclavine","NA","NA","NA","NA","NA","0"
"6,7,3,4-Tetrahydroxyaurone 6-(2,4,6-triacetylglucoside)","NA","NA","NA","NA","NA","0"
"6,8-Di-DMA-chrysin","NA","NA","NA","NA","NA","0"
"6,8-Dihydroxykaempferol 3,6,7,4-tetramethyl ether 8-neohesperidoside8-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-5-hydroxy-3,6,7-trimethoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one","NA","NA","NA","NA","NA","0"
"6,8-Dimethyl-4-hydroxycoumarin","NA","NA","NA","NA","NA","0"
"6-N-Methylbutirosin A","NA","NA","NA","NA","NA","0"
"6-Vanilloyliridin","NA","NA","NA","NA","NA","0"
"6,6-Dimethylpyraono[2,3:7,8]kaempferol 4-methyl ether 3-rhamnoside","NA","NA","NA","NA","NA","0"
"6-Hydroxylophirone B 4-O-glucoside(2S,3R)-Naringenin-(3beta,3)-4,2,4-trihydroxychalcone 4-O-glucoside","NA","NA","NA","NA","NA","0"
"6alpha-Fluoro-17-hydroxypregn-4-ene-3,20-dione acetate","NA","NA","NA","NA","NA","0"
"6alpha-Glucuronosylhyodeoxycholate","6alpha-Glucuronosylhyodeoxycholate",NA,"443097","C11246","C(CCC(=O)O)1CC23C(O4O(C(=O)O)(O)(O)4O)4C(O)CC4(C)3CC21C","1"
"7-(10-Hydroxygeranyl)scopoletin 10-O-beta-D-fucopyranosyl-(6->1)-beta-D-glucopyranoside","NA","NA","NA","NA","NA","0"
"7-(methylsulfanyl)heptyl-desulfoglucosinolate","NA","NA","NA","NA","NA","0"
"7-(methylsulfanyl)heptyl-glucosinolate","NA","NA","NA","NA","NA","0"
"7-(Methylsulfinyl)heptyl glucosinolateGlucoibarin","NA","NA","NA","NA","NA","0"
"7-Aminomethyl-7-carbaguanine","7-Aminomethyl-7-carbaguanine","HMDB0011690","171","C16675","C1=C(C2=C(N1)NC(=NC2=O)N)CN","1"
"7-Cyano-7-carbaguanine","7-Cyano-7-carbaguanine","MA3TEM072","47205307","C15996","C1COC2=C1C=C(C=C2)C(=O)NCC3=CC=NN3","1"
"7-Dehydrologanin tetraacetate","7-Dehydrologanin tetraacetate",NA,"443349","C11668","COC(=O)C1=CO(O2O(COC(C)=O)(OC(C)=O)(OC(C)=O)2OC(C)=O)21CC(=O)2C","1"
"7-Deoxyloganate","7-Deoxyloganate",NA,"13801","C11636",NA,"1"
"7-epi-Cylindrospermopsin(-)-Epicyclindrospermopsin","NA","NA","NA","NA","NA","0"
"7-Epiloganin tetraacetate","7-Epiloganin tetraacetate",NA,"443343","C11662","COC(=O)C1=CO(O2O(COC(C)=O)(OC(C)=O)(OC(C)=O)2OC(C)=O)21C(O)2C","1"
"7-Hydroxy-5-methoxy-6-methylflavan-(2beta->7,4beta->8)-7-hydroxy-5-methoxyflavan","NA","NA","NA","NA","NA","0"
"7-Hydroxy-5,6,8,3-tetramethoxy-4,5-methylenedioxyflavone","NA","NA","NA","NA","NA","0"
"7-Hydroxy-6-methyl-8-ribityllumazine","NA","NA","NA","NA","NA","0"
"7-hydroxylauroyl-CoA","NA","NA","NA","NA","NA","0"
"7-Hydroxyperoxy-1-hydroxy-3,7-dimethyl-2E,5E-octadien-4-one2,3-Dioxooctyl acetate","NA","NA","NA","NA","NA","0"
"7-Mercaptoheptanoic acid7-Thioheptanoic acid","NA","NA","NA","NA","NA","0"
"7-methoxy-4-methylcoumarin","NA","NA","NA","NA","NA","0"
"7-Methoxypradimicinone II","NA","NA","NA","NA","NA","0"
"7-Methyl-2-hydroxy-6-oxoocta-2,4-dienoate","NA","NA","NA","NA","NA","0"
"7-Methylguanosine 5-phosphate","NA","NA","NA","NA","NA","0"
"7-Methylthioheptanaldoxime","7-Methylthioheptanaldoxime","METPA1775",NA,"C17249",NA,"1"
"7-Methylthioheptyl glucosinolate","7-Methylthioheptyl glucosinolate",NA,"96023659","C17252",NA,"1"
"7-O-Methyl-ganoderic acid O","NA","NA","NA","NA","NA","0"
"7-phenyl-3H-benzo[de]isochromen-1-one","NA","NA","NA","NA","NA","0"
"7,3-Dihydroxy-4-methoxy-8-methylflavan","NA","NA","NA","NA","NA","0"
"7,4-Dihydroxy-5-methoxyflavanone 7-neohesperidoside-4-glucoside","NA","NA","NA","NA","NA","0"
"7,8-Diaminononanoate","7,8-Diaminononanoate","METPA0113",NA,"C01037",NA,"1"
"7,8-Dihydropteroate","7,8-Dihydropteroic acid","HMDB0001412","170","C00921","C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)O","1"
"7,8,3,4-Tetramethoxy-6,6-dimethylpyrano[2,3:5,6]flavone","NA","NA","NA","NA","NA","0"
"7-hydroxyabscisate","NA","NA","NA","NA","NA","0"
"7-O-Phosphohygromycin","NA","NA","NA","NA","NA","0"
"7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C","7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C",NA,"8798","C06569",NA,"1"
"7alpha-Hydroxycatuabine H(-)-7alpha-Hydroxycatuabine H(-)-","NA","NA","NA","NA","NA","0"
"8-(4-Hydroxybenzyl)-4,5-Dimethoxy-2,2,7,7-tetrahydroxy-9,9,10,10-tetrahydro-[1,3-biphenanthrene]Blestrianol B","NA","NA","NA","NA","NA","0"
"8-(methylsulfanyl)octyl-desulfoglucosinolate","NA","NA","NA","NA","NA","0"
"8-(Methylsulfonyl)octyl glucosinolate","NA","NA","NA","NA","NA","0"
"8-Anilino-1-naphthalene sulfonic acid","NA","NA","NA","NA","NA","0"
"8-Aza-9-deazaadenosineFormycinFormycin ANSC 102811","NA","NA","NA","NA","NA","0"
"8-AzaguanineAzaguanineAzanGuanazolGuanazoloNSC 151069NSC 223526NSC 749PathocidinPathocidine","NA","NA","NA","NA","NA","0"
"8-C-glucosyl chrysin","NA","NA","NA","NA","NA","0"
"8-Caffeoyl-3,4-dihydro-5,7-dihydroxy-4-phenylcoumarin","NA","NA","NA","NA","NA","0"
"8-Chloro-5,7,4-trihydroxy-3-C-methylflavanone","NA","NA","NA","NA","NA","0"
"8-Dehydro-3-deoxy-D-manno-octulosonate","NA","NA","NA","NA","NA","0"
"8-Demethyl-8-(2-O-methyl-alpha-L-rhamnosyl)tetracenomycin C","8-Demethyl-8-(2-O-methyl-alpha-L-rhamnosyl)tetracenomycin C",NA,"254741434","C20975",NA,"1"
"8-Demethyl-8-(2,3-di-O-methyl-alpha-L-rhamnosyl)tetracenomycin C","8-Demethyl-8-(2,3-di-O-methyl-alpha-L-rhamnosyl)tetracenomycin C",NA,"254741435","C20976",NA,"1"
"8-Demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)tetracenomycin C","8-Demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)tetracenomycin C",NA,"254741436","C20977",NA,"1"
"8-Demethyl-8-alpha-L-rhamnosyltetracenomycin C","8-Demethyl-8-alpha-L-rhamnosyltetracenomycin C",NA,"254741433","C20974",NA,"1"
"8-Hydroxy-2-chlorodibenzofuran","NA","NA","NA","NA","NA","0"
"8-Hydroxy-2,6-dimethyl-2,6-octadienoic acid","NA","NA","NA","NA","NA","0"
"8-Hydroxy-5,6,7-trimethoxyflavone","NA","NA","NA","NA","NA","0"
"8-Hydroxyadenosine","NA","NA","NA","NA","NA","0"
"8-Hydroxyalanylclavam","8-Hydroxyalanylclavam",NA,"96023712","C17359",NA,"1"
"8-Hydroxykaempferol","NA","NA","NA","NA","NA","0"
"8-Hydroxyluteolin 4-methyl ether 7-(6-acetylallosyl)(1->2)(6-acetylglucoside)","NA","NA","NA","NA","NA","0"
"8-Hydroxyluteolin 4-methyl ether 8-glucuronide","NA","NA","NA","NA","NA","0"
"8-Hydroxyluteolin 8,4-diglucuronide","NA","NA","NA","NA","NA","0"
"8-Hydroxytricetin 7-glucuronide","NA","NA","NA","NA","NA","0"
"8-Methyl-6-nonenoyl-CoA","NA","NA","NA","NA","NA","0"
"8-Methylsulfinyl-3-oxooctyl glucosinolate","NA","NA","NA","NA","NA","0"
"8-Methylthio-octyl glucosinolate","NA","NA","NA","NA","NA","0"
"8-Methylthiooctanaldoxime","8-Methylthiooctanaldoxime","METPA1776",NA,"C17251",NA,"1"
"8-Methylthiooctyl glucosinolate","8-Methylthiooctyl glucosinolate",NA,"96023661","C17254",NA,"1"
"8-Oxocoformycin","NA","NA","NA","NA","NA","0"
"8-OxopalmatineOxypalmatine","NA","NA","NA","NA","NA","0"
"8,9-Dihydrobarettin","NA","NA","NA","NA","NA","0"
"8R-Hydroxylinoleic acidLaetisaric acid","NA","NA","NA","NA","NA","0"
"8S-Hydroxyhexadecanoic acid","NA","NA","NA","NA","NA","0"
"9-(Methylsulfonyl)nonyl glucosinolate","NA","NA","NA","NA","NA","0"
"9-Aminocamptothecin","NA","NA","NA","NA","NA","0"
"9-beta-D-Psicofuranosyl-adenine9-D-Psicofuranosyl-6-aminopurineAngustmycin CNSC 53104PsicofuraninePsicofuranosyladenine","NA","NA","NA","NA","NA","0"
"9-Hydroxy-2-nitrofluorene","NA","NA","NA","NA","NA","0"
"9-Hydroxybenzo[a]pyrene-4,5-oxide","9-Hydroxybenzo[a]pyrene-4,5-oxide","HMDB0062439","115064","C14854","OC1=CC2=C3C=CC4=C5C(=CC=C4)C4OC4C(C=C2C=C1)=C35","1"
"9-Methyl-7-bromoeudistomin D","NA","NA","NA","NA","NA","0"
"9-Methylthiononyl glucosinolate","NA","NA","NA","NA","NA","0"
"9-Oxo-2beta-methoxyclovane(-)-9-Oxo-2beta-methoxyclovane","NA","NA","NA","NA","NA","0"
"9-Riburonosyladenine","NA","NA","NA","NA","NA","0"
"9,10-Dihydrojasmonic acid","Dihydrojasmonic acid","HMDB0033601","107126",NA,"CCCCCC1C(CCC1=O)CC(=O)O","1"
"9,10-epoxy-18-hydroxystearate","9,10-Epoxy-18-hydroxystearate",NA,"135626108","C19620",NA,"1"
"A 75943","NA","NA","NA","NA","NA","0"
"A factor","NA","NA","NA","NA","NA","0"
"Abietate","Abietate",NA,"8353","C06087",NA,"1"
"Abscisate","(S)-Abscisic acid","HMDB0035140","5702609","C06082","CC1=CC(=O)CC([C@]1(/C=C/C(=C/C(=O)O)/C)O)(C)C","1"
